,grupo,segmento,familia,clase,producto
327,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101508] Ángulos de titanio']
328,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101509] Ángulos de cobre']
329,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101510] Ángulos de latón']
330,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101511] Ángulos de bronce']
331,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101512] Ángulos de zinc']
332,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101513] Ángulos de estaño']
333,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101514] Ángulos de plomo']
334,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101515] Ángulos de plástico']
335,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101516] Ángulos de caucho']
336,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101517] Ángulos de metales preciosos']
337,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101501] Ángulos de aleación ferrosa']
338,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101502] Ángulos de aleación no ferrosa']
339,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101503] Ángulos de hierro']
340,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101504] Ángulos de acero']
341,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101505] Ángulos de acero inoxidable']
342,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101506] Ángulos de aluminio']
343,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101507] Ángulos de magnesio']
344,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101508] Ángulos de titanio']
345,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101509] Ángulos de cobre']
346,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101510] Ángulos de latón']
347,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101511] Ángulos de bronce']
348,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101512] Ángulos de zinc']
349,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101513] Ángulos de estaño']
350,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101514] Ángulos de plomo']
351,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101515] Ángulos de plástico']
352,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101516] Ángulos de caucho']
353,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101700] Vigas'],['[30101517] Ángulos de metales preciosos']
354,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101501] Ángulos de aleación ferrosa']
355,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101502] Ángulos de aleación no ferrosa']
356,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101503] Ángulos de hierro']
357,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101504] Ángulos de acero']
358,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101505] Ángulos de acero inoxidable']
359,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101506] Ángulos de aluminio']
360,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101507] Ángulos de magnesio']
361,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101508] Ángulos de titanio']
362,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101509] Ángulos de cobre']
363,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101510] Ángulos de latón']
364,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101511] Ángulos de bronce']
365,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101512] Ángulos de zinc']
366,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101513] Ángulos de estaño']
367,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101514] Ángulos de plomo']
368,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101515] Ángulos de plástico']
369,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101516] Ángulos de caucho']
370,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101800] Conductos'],['[30101517] Ángulos de metales preciosos']
371,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101501] Ángulos de aleación ferrosa']
372,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101502] Ángulos de aleación no ferrosa']
373,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101503] Ángulos de hierro']
374,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101504] Ángulos de acero']
375,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101505] Ángulos de acero inoxidable']
376,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101506] Ángulos de aluminio']
377,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101507] Ángulos de magnesio']
378,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101508] Ángulos de titanio']
379,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101509] Ángulos de cobre']
380,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101510] Ángulos de latón']
381,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101511] Ángulos de bronce']
